rank,player_name,age,gender,club,league,nationality,position,preffered_foot,height_(in cm),weight_(in kg),alt_position,ovr,pac,pac+-,sho,sho+-,pas,pas+-,dri,dri+-,def,def+-,phy,phy+-,image_url
12144,Lee Jung Taek,26,M,Daejeon,K League 1,Korea Republic,CB,Right,184,76,"['RB', 'LB']",63,85,0,26,0,40,0,47,0,62,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273633.png?padding=0.7
12144,Hannah Lehmann,20,F,Carl Zeiss Jena,GPFBL,Germany,RM,Right,165,58,['RW'],63,64,0,54,0,60,0,61,0,39,0,54,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72476.png?padding=0.7
12144,Stav Lemkin,21,M,Shakhtar Donetsk,Ukrayina Liha,Israel,CB,Right,190,80,,63,66,0,25,3,39,2,41,4,63,-1,67,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p277447.png?padding=0.7
12144,Maicol León,21,M,Huachipato,Libertadores,Chile,CM,Right,177,71,['RB'],63,65,0,49,-7,59,0,65,-1,58,-1,61,-4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p261574.png?padding=0.7
12144,Dean Lewington,40,M,MK Dons,EFL League Two,England,CB,Left,183,86,,63,32,0,38,0,59,-2,57,0,63,-1,74,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p138830.png?padding=0.7
12144,Li Songyi,31,M,Henan FC,CSL,China PR,CB,Right,183,71,"['CDM', 'RB']",63,47,0,40,0,60,0,58,0,62,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221850.png?padding=0.7
12144,Lin Liangming,27,M,Beijing FC,CSL,China PR,LW,Right,182,75,"['LM', 'RW']",63,81,0,61,1,60,0,61,2,24,0,60,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p241239.png?padding=0.7
12144,Lucas Lissens,23,M,Lyngby BK,3F Superliga,Belgium,CB,Right,184,74,,63,66,0,27,0,50,0,55,0,61,-1,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256082.png?padding=0.7
12144,Marcin Listkowski,26,M,Jagiellonia,PKO BP Ekstraklasa,Poland,CM,Right,178,68,,63,80,3,59,-1,59,-3,69,-2,48,0,65,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p228751.png?padding=0.7
12144,Liu Wei,31,M,Nantong Zhiyun FC,CSL,China PR,CB,Right,190,83,,63,51,-8,25,0,33,0,38,1,63,4,69,10,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233405.png?padding=0.7
12144,Lex-Tyger Lobinger,25,M,Viktoria Köln,3. Liga,Germany,ST,Right,192,84,,63,75,-1,59,0,45,0,53,0,28,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p261653.png?padding=0.7
12144,Klaidi Lolos,24,M,Bolton,EFL League One,Greece,CAM,Right,185,76,"['CM', 'ST']",63,69,0,60,4,55,15,65,12,51,33,69,15,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251311.png?padding=0.7
12144,Irvyn Lomami,20,M,OL,Ligue 1 McDonald's,France,RB,Right,171,62,,63,77,0,41,0,57,0,62,0,59,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269854.png?padding=0.7
12144,Erik López,22,M,Olimpia,Sudamericana,Paraguay,ST,Right,176,68,['LM'],63,64,0,65,0,48,0,60,0,25,0,65,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253556.png?padding=0.7
12144,Ariel López,29,M,Unirea Slobozia,SUPERLIGA,Uruguay,CDM,Right,183,78,['CB'],63,50,1,48,0,55,1,58,4,63,1,70,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276141.png?padding=0.7
12144,Luis López,23,M,CD Mirandés,LALIGA HYPERMOTION,Spain,GK,Right,190,76,,63,66,0,62,0,58,0,63,0,30,0,58,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264170.png?padding=0.7
12144,Leonardo Loria,25,M,Pisa,Serie BKT,Italy,GK,Right,195,89,,63,65,0,63,0,60,0,65,0,25,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p259057.png?padding=0.7
12144,Tomasz Loska,28,M,Śląsk Wrocław,PKO BP Ekstraklasa,Poland,GK,Right,190,85,,63,65,0,60,0,59,0,67,0,37,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p224761.png?padding=0.7
12144,Andreas Lukse,37,M,Blau-Weiss Linz,Ö. Bundesliga,Austria,GK,Right,187,83,,63,64,-1,62,0,60,0,63,-1,39,0,62,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p181733.png?padding=0.7
12144,Luo Senwen,31,M,Wuhan Three Towns,CSL,China PR,CM,Right,188,80,['CDM'],63,65,0,61,0,60,0,62,0,58,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p221856.png?padding=0.7
12144,Ismet Lushaku,24,M,IFK Norrköping,Allsvenskan,Kosovo,CM,Right,177,78,"['CDM', 'LM']",63,68,0,49,2,61,1,63,0,51,0,60,9,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251024.png?padding=0.7
12144,Ridwane M'Barki,30,M,FCV Dender EH,1A Pro League,Belgium,LM,Right,173,65,['LW'],63,64,0,53,0,60,0,64,0,28,0,41,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72648.png?padding=0.7
12144,Ma Zhen,26,M,Shanghai Shenhua,CSL,China PR,GK,Right,196,85,,63,62,-7,62,0,58,0,65,-6,54,0,58,-5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p250978.png?padding=0.7
12144,Aimé Mabika,26,M,Toronto FC,MLS,Zambia,CB,Right,198,97,,63,68,0,32,0,39,0,41,0,61,0,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260679.png?padding=0.7
12144,Alex MacDonald,34,M,Rotherham Utd,EFL League One,Scotland,RM,Right,170,72,"['CM', 'RW']",63,70,0,58,0,60,0,64,0,56,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p189163.png?padding=0.7
12144,Roman Macek,27,M,FC Lugano,CSSL,Czech Republic,CM,Right,188,75,['RM'],63,63,-1,56,0,63,1,65,0,59,4,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237317.png?padding=0.7
12144,Craig MacGillivray,31,M,MK Dons,EFL League Two,Scotland,GK,Right,188,78,,63,63,-2,62,-2,64,-2,63,-3,51,0,62,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223727.png?padding=0.7
12144,Tim Maciejewski,23,M,SV Sandhausen,3. Liga,Germany,RM,Right,186,71,"['LM', 'RW']",63,77,0,61,0,55,0,65,0,45,0,57,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256460.png?padding=0.7
12144,Paddy Madden,34,M,Chesterfield,EFL League Two,Republic of Ireland,ST,Right,183,76,,63,53,-12,64,1,56,2,62,0,39,0,69,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p189808.png?padding=0.7
12144,Niilo Mäenpää,26,M,Halmstads BK,Allsvenskan,Finland,CM,Right,182,75,['CAM'],63,72,0,50,0,62,-1,61,0,56,0,66,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p266113.png?padding=0.7
12144,Laurence Maguire,27,M,MK Dons,EFL League Two,England,CB,Left,185,76,,63,62,0,36,0,48,0,54,0,62,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p223373.png?padding=0.7
12144,Magunazelaia,23,M,Real Sociedad,LALIGA EA SPORTS,Spain,CAM,Right,180,75,"['LM', 'RM']",63,75,-1,64,0,60,0,66,0,46,0,55,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264665.png?padding=0.7
12144,Brian Maher,24,M,Derry City,SSE Airtricity PD,Republic of Ireland,GK,Right,185,78,,63,63,2,59,-2,60,2,64,3,49,0,65,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242229.png?padding=0.7
12144,Ibrahim Mahnashi,25,M,Al Qadisiyah,ROSHN Saudi League,Saudi Arabia,CDM,Right,175,78,['CM'],63,70,0,44,0,56,0,60,0,59,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242114.png?padding=0.7
12144,Moïse Mahop,24,M,FC Annecy,Ligue 2 BKT,Cameroon,LB,Left,182,75,,63,66,0,46,0,51,0,59,0,61,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p277331.png?padding=0.7
12144,Gabriel Maioli,21,M,APOEL FC,Liga Cyprus,Brazil,RW,Right,177,75,"['LW', 'RM']",63,71,0,59,0,60,0,63,0,35,0,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72957.png?padding=0.7
12144,Jordan Majchrzak,20,M,Legia Warszawa,PKO BP Ekstraklasa,Poland,ST,Right,189,74,,63,56,0,61,0,47,0,60,0,25,0,57,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274865.png?padding=0.7
12144,Piotr Malarczyk,33,M,Korona Kielce,PKO BP Ekstraklasa,Poland,CB,Right,189,91,,63,40,-5,29,0,44,0,50,0,63,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199684.png?padding=0.7
12144,Josué Limberth Mamani,24,M,Wilstermann,Sudamericana,Bolivia,CDM,Right,170,65,['CM'],63,66,0,50,0,56,0,64,0,63,0,50,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255491.png?padding=0.7
12144,Rahil Məmmədov,29,M,Radomiak Radom,PKO BP Ekstraklasa,Azerbaijan,CB,Right,191,79,,63,55,0,25,0,32,0,44,0,64,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p71112.png?padding=0.7
12144,Liam Mandeville,27,M,Chesterfield,EFL League Two,England,RM,Right,180,77,"['RB', 'RW']",63,72,0,58,0,61,0,62,0,47,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p226172.png?padding=0.7
12144,Jovan Manev,23,M,Adana Demirspor,Trendyol Süper Lig,North Macedonia,CB,Right,186,78,,63,77,0,48,0,42,0,58,0,61,0,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p270348.png?padding=0.7
12144,Will Mannion,26,M,Charlton Ath,EFL League One,England,GK,Right,186,74,,63,65,7,59,3,59,4,63,6,37,0,63,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p231681.png?padding=0.7
12144,Elias Manoel,22,M,Red Bulls,MLS,Brazil,ST,Right,176,73,['LM'],63,88,0,57,0,46,0,68,0,19,0,70,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p271195.png?padding=0.7
12144,Jérémy Manzorro,33,M,Mumbai City FC,ISL,France,CAM,Right,173,70,"['ST', 'CDM']",63,67,0,55,0,60,0,67,0,27,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p204035.png?padding=0.7
12144,Rai Marchán,31,M,Albacete BP,LALIGA HYPERMOTION,Spain,CDM,Right,181,67,['CM'],63,56,-2,31,0,55,-1,55,0,63,-1,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263708.png?padding=0.7
12144,Gustavo Marins,22,M,Farul Constanța,SUPERLIGA,Brazil,CB,Left,184,77,,63,64,-3,36,0,48,0,52,0,62,2,70,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p275016.png?padding=0.7
12144,Lucas Maronnier,24,M,En Avant Guingamp,Ligue 2 BKT,France,LB,Right,174,65,['RB'],63,69,0,29,0,55,0,60,0,59,0,53,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p277354.png?padding=0.7
12144,Jack Marriott,30,M,Wrexham,EFL League One,England,ST,Right,173,71,,63,76,-4,63,-2,50,-1,63,-4,25,-1,63,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p214876.png?padding=0.7
12144,Fredy Martínez,23,M,Nacional,Libertadores,Uruguay,LB,Left,170,67,,63,72,0,30,0,54,0,63,0,58,0,50,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p71224.png?padding=0.7
12144,Jayson Martínez,23,M,Metropolitanos,Sudamericana,Venezuela,RM,Right,172,71,"['CAM', 'LM', 'RW']",63,70,6,50,2,60,-1,65,6,45,6,50,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272703.png?padding=0.7
12144,Marcos Martinich,28,M,S. Ameliano,Sudamericana,Argentina,LB,Left,178,74,,63,75,0,26,0,55,0,56,0,59,0,60,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273846.png?padding=0.7
12144,Yegor Matsenko,22,M,Śląsk Wrocław,PKO BP Ekstraklasa,Ukraine,LB,Right,188,81,,63,73,18,39,0,49,5,49,7,60,5,68,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p270551.png?padding=0.7
12144,Remi Matthews,30,M,Crystal Palace,Premier League,England,GK,Right,192,78,,63,64,-1,63,1,62,-1,63,-1,45,0,62,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p203824.png?padding=0.7
12144,Faïz Mattoir,24,M,Almere City FC,Eredivisie,Netherlands,LM,Right,164,62,"['RM', 'LW']",63,70,0,61,0,58,3,66,3,27,0,46,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p254471.png?padding=0.7
12144,Konrad Matuszewski,23,M,Korona Kielce,PKO BP Ekstraklasa,Poland,LM,Left,176,75,"['LB', 'LW']",63,76,0,44,17,60,6,60,8,58,1,65,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263509.png?padding=0.7
12144,Moses Mawa,28,M,HamKam Fotball,Eliteserien,Norway,ST,Right,185,78,,63,82,0,60,-1,53,0,64,1,30,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p252434.png?padding=0.7
12144,Ethan Mbappé,17,M,LOSC Lille,Ligue 1 McDonald's,France,CM,Left,176,70,['CDM'],63,61,0,54,0,65,0,65,0,57,0,49,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p278172.png?padding=0.7
12144,Malick Mbaye,20,M,FC Metz,Ligue 2 BKT,Senegal,RM,Right,173,68,['RW'],63,82,1,63,1,54,2,63,2,29,3,56,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p275288.png?padding=0.7
12144,Conor McCarthy,26,M,Barnsley,EFL League One,Republic of Ireland,CB,Right,193,89,,63,55,-1,28,0,49,0,51,0,63,-2,73,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229771.png?padding=0.7
12144,Sam McClelland,22,M,St. Johnstone,Scottish Prem,Northern Ireland,CB,Right,191,79,,63,43,-8,32,0,39,0,45,1,63,1,72,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253483.png?padding=0.7
12144,James McConnell,20,M,Liverpool,Premier League,England,CM,Right,180,72,['CDM'],63,64,0,50,0,62,0,63,0,57,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p278292.png?padding=0.7
12144,Jon McCracken,24,M,Dundee FC,Scottish Prem,Scotland,GK,Right,190,77,,63,64,6,62,4,60,3,65,5,35,0,62,6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p242983.png?padding=0.7
12144,Patrick McEleney,32,M,Derry City,SSE Airtricity PD,Republic of Ireland,CAM,Right,180,84,['CM'],63,53,0,61,0,61,-3,67,0,53,0,48,-7,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p201484.png?padding=0.7
12144,Luke McGee,29,M,Tranmere Rovers,EFL League Two,England,GK,Right,193,83,,63,62,-1,65,4,61,-1,62,-1,37,0,63,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225361.png?padding=0.7
12144,Cameron McGeehan,29,M,Northampton,EFL League One,Northern Ireland,CM,Right,180,71,"['CDM', 'CAM']",63,67,0,61,0,59,0,65,0,59,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p206089.png?padding=0.7
12144,Conor McGrandles,29,M,Lincoln City,EFL League One,Scotland,CM,Right,185,76,['CDM'],63,65,-1,55,-1,61,-1,61,-1,59,-1,76,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p225279.png?padding=0.7
12144,Cameron McJannet,26,M,Grimsby Town,EFL League Two,England,CB,Left,180,74,['LB'],63,53,0,39,-5,53,5,56,-1,63,3,67,6,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p236465.png?padding=0.7
12144,Harry McKirdy,27,M,Hibernian,Scottish Prem,England,RM,Right,175,67,"['ST', 'RW']",63,90,2,58,0,55,0,64,-1,32,0,47,-3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p229398.png?padding=0.7
12144,Stephen McLaughlin,34,M,Mansfield Town,EFL League One,Republic of Ireland,LB,Left,178,77,,63,74,4,58,0,59,0,61,-1,56,0,63,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p202033.png?padding=0.7
12144,Shane McLoughlin,27,M,Newport County,EFL League Two,Republic of Ireland,RB,Right,175,70,['CM'],63,76,0,58,2,58,0,64,1,55,3,60,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233245.png?padding=0.7
12144,Conor McMenamin,29,M,St. Mirren,Scottish Prem,Northern Ireland,RW,Left,183,70,['RM'],63,76,-1,57,-1,57,1,64,1,28,0,48,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p277551.png?padding=0.7
12144,Paolo Medina,25,M,Unirea Slobozia,SUPERLIGA,Mexico,RB,Right,177,66,['CB'],63,75,0,37,0,55,-2,62,-1,58,0,63,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p244976.png?padding=0.7
12144,Marcus Johansen Mehnert,27,M,Strømsgodset IF,Eliteserien,Norway,RW,Left,185,77,"['ST', 'RM']",63,77,0,61,0,52,0,64,0,31,0,71,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p233444.png?padding=0.7
12144,Francisco Meixedo,23,M,Estrela Amadora,Liga Portugal,Portugal,GK,Right,190,78,,63,61,0,63,0,58,0,64,0,31,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265688.png?padding=0.7
12144,Filippo Melegoni,25,M,Genoa,Serie A Enilive,Italy,CAM,Right,186,74,"['RM', 'CM']",63,43,-9,54,0,67,-1,64,-4,57,-3,60,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p237382.png?padding=0.7
12144,Elias Hoff Melkersen,21,M,Strømsgodset IF,Eliteserien,Norway,ST,Right,178,70,['RW'],63,74,-5,63,5,52,3,62,2,30,0,67,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p251828.png?padding=0.7
12144,Jon Mellish,27,M,Carlisle United,EFL League Two,England,CB,Left,188,80,['CM'],63,71,0,58,1,58,0,57,0,61,0,77,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p248774.png?padding=0.7
12144,Camilo Mena,22,M,Lechia Gdańsk,PKO BP Ekstraklasa,Colombia,RW,Right,175,63,"['ST', 'RM']",63,79,0,56,0,58,0,68,0,38,0,48,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255361.png?padding=0.7
12144,Adilson Mendes,27,M,Córdoba CF,LALIGA HYPERMOTION,Portugal,LM,Right,169,65,"['RM', 'LW']",63,76,0,60,0,59,0,66,0,31,0,49,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p73414.png?padding=0.7
12144,Mateo Mendoza,20,M,Godoy Cruz,Primera División,Argentina,CB,Right,181,73,['RB'],63,59,-3,31,1,45,0,51,0,66,0,64,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273090.png?padding=0.7
12144,Rodri Mendoza,19,M,Elche CF,LALIGA HYPERMOTION,Spain,CM,Right,182,72,"['LM', 'RM']",63,60,0,56,0,56,0,62,0,55,0,56,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p278523.png?padding=0.7
12144,Paul Mensah,25,M,Blau-Weiss Linz,Ö. Bundesliga,Ghana,RW,Right,178,72,"['CAM', 'LW', 'RM']",63,83,8,56,4,53,2,66,4,24,0,48,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p263313.png?padding=0.7
12144,Juan José Mera,22,M,Deportes Tolima,Sudamericana,Colombia,CB,Right,185,82,,63,62,2,34,7,33,0,37,2,63,3,69,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273588.png?padding=0.7
12144,Estrella Merino Gonzalez,18,F,Leverkusen,GPFBL,Germany,ST,Right,163,55,,63,72,0,61,0,47,0,64,0,44,0,45,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p277264.png?padding=0.7
12144,George Merloi,25,M,Farul Constanța,SUPERLIGA,Romania,RM,Left,170,65,"['CAM', 'RW']",63,77,-1,55,-6,59,-1,68,-1,37,-2,58,-2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p253438.png?padding=0.7
12144,John Mero,30,M,Técnico U.,Sudamericana,Ecuador,GK,Right,188,83,,63,65,0,63,0,59,0,60,0,33,0,58,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255717.png?padding=0.7
12144,Daniel Mesenhöler,29,M,Dynamo Dresden,3. Liga,Germany,GK,Right,187,83,,63,63,0,65,0,56,0,62,0,49,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p222484.png?padding=0.7
12144,Ivan Mesík,23,M,Heracles Almelo,Eredivisie,Slovakia,CB,Left,187,75,,63,61,0,41,0,59,0,60,0,60,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p255449.png?padding=0.7
12144,Blondon Meyapya,23,M,Red Star FC,Ligue 2 BKT,Cameroon,CB,Right,185,88,,63,68,0,31,0,44,0,51,0,62,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p261632.png?padding=0.7
12144,Tom Mickel,35,M,Hamburger SV,Bundesliga 2,Germany,GK,Right,185,84,,63,63,0,61,0,64,0,64,0,46,0,60,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p189387.png?padding=0.7
12144,Cristian Mihai,20,M,UTA Arad,SUPERLIGA,Romania,CDM,Right,175,72,['CAM'],63,65,0,51,9,60,4,60,5,58,8,65,3,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p276625.png?padding=0.7
12144,Daniel Mikić,32,M,SC Verl,3. Liga,Germany,CB,Right,180,75,,63,81,-1,26,0,42,0,54,0,64,-4,67,-1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256275.png?padding=0.7
12144,Noel Milleskog,22,M,IK Sirius,Allsvenskan,Sweden,RM,Right,179,70,"['LM', 'ST', 'RW']",63,83,1,57,3,52,1,63,3,28,0,51,2,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p260193.png?padding=0.7
12144,Matías Mir,21,M,Cerro Largo,Sudamericana,Uruguay,RM,Right,182,74,"['CM', 'LM', 'RW']",63,71,0,55,0,60,0,63,0,62,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272413.png?padding=0.7
12144,Iyad Mohamed,23,M,Pau FC,Ligue 2 BKT,Netherlands,CDM,Left,191,80,,63,55,0,43,0,55,0,58,2,61,0,66,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p264825.png?padding=0.7
12144,Naeem Mohammed,28,M,Halmstads BK,Allsvenskan,Ghana,ST,Right,175,77,['LM'],63,82,0,60,4,47,5,64,0,24,0,65,14,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272962.png?padding=0.7
12144,Dinu Moldovan,34,M,Sepsi OSK,SUPERLIGA,Romania,GK,Right,180,77,,63,64,0,63,0,60,0,63,0,36,0,62,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p199730.png?padding=0.7
12144,Thaddäus-Monju Momuluh,22,M,Hannover 96,Bundesliga 2,Germany,RM,Right,181,73,"['RW', 'ST']",63,80,1,61,2,55,2,66,2,27,0,49,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p272660.png?padding=0.7
12144,Manuel Mónaco,22,M,Sarmiento,Primera División,Argentina,RM,Left,179,67,"['CM', 'RW']",63,65,0,57,0,62,0,61,0,48,0,54,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p273909.png?padding=0.7
12144,Lisandro Montenegro,21,M,Platense,Primera División,Argentina,CM,Right,177,72,['LM'],63,67,0,56,0,62,0,63,0,54,0,67,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p274144.png?padding=0.7
12144,Adam Montgomery,22,M,Celtic,Scottish Prem,Scotland,LB,Left,173,68,,63,75,0,53,0,58,0,67,0,57,0,61,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p261304.png?padding=0.7
12144,Jasper Moon,24,M,Harrogate Town,EFL League Two,England,CB,Right,186,77,,63,60,-2,26,0,41,0,41,0,64,0,66,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p256473.png?padding=0.7
12144,Moon Min Seo,20,M,GwangJu FC,K League 1,Korea Republic,LM,Right,181,78,"['CM', 'LW']",63,64,0,54,0,61,0,62,0,49,0,49,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p71359.png?padding=0.7
12144,Martin Moormann,23,M,Blau-Weiss Linz,Ö. Bundesliga,Austria,LB,Left,185,82,['CB'],63,61,0,33,0,49,1,45,0,63,-1,74,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p265425.png?padding=0.7
12144,Leandro Morante,27,M,FC Martigues,Ligue 2 BKT,France,CB,Right,194,88,,63,56,0,36,0,50,0,51,0,61,0,74,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p257076.png?padding=0.7
12144,James Morris,23,M,Watford,EFL Championship,England,LB,Left,183,76,,63,63,-1,34,0,50,4,60,3,63,4,64,4,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p268530.png?padding=0.7
12144,Bryn Morris,28,M,Newport County,EFL League Two,England,CDM,Right,182,71,['CM'],63,67,0,59,4,57,2,60,1,59,1,70,5,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p212682.png?padding=0.7
12144,Michael Morrison,36,M,Cambridge Utd,EFL League One,England,CB,Right,188,76,,63,34,0,38,0,41,0,42,0,62,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p188782.png?padding=0.7
12144,Louis Moult,32,M,Dundee United,Scottish Prem,England,ST,Right,183,85,,63,36,0,64,0,52,0,60,0,38,0,71,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p194925.png?padding=0.7
12144,Tom Moustier,22,M,Rot-Weiss Essen,3. Liga,France,CM,Right,185,75,['CDM'],63,64,0,52,0,61,0,65,0,57,0,63,0,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p72677.png?padding=0.7
12144,Louis Mouton,22,M,AS Saint-Étienne,Ligue 1 McDonald's,France,CM,Right,180,75,['CDM'],63,66,0,43,3,58,1,62,3,58,3,64,1,https://ratings-images-prod.pulse.ea.com/FC25/full/player-portraits/p269725.png?padding=0.7
